mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.3478740692138672,0.03449945082301734,0.02037701606750488,0.002076636469843278,5,2,50,"{'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 50}",0.9201388888888888,0.9131944444444444,0.9233449477351916,0.9616724738675958,0.926829268292683,0.9290360046457607,0.01692637371537227,36
0.6515439510345459,0.021993661118371765,0.034604454040527345,0.0024436237678448825,5,2,100,"{'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 100}",0.9409722222222222,0.9375,0.9303135888501742,0.9616724738675958,0.9372822299651568,0.9415481029810298,0.010640686634962985,31
1.3602607250213623,0.09643046505940336,0.08531813621520996,0.01102748803629818,5,2,200,"{'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 200}",0.9583333333333334,0.9340277777777778,0.9407665505226481,0.9686411149825784,0.9407665505226481,0.9485070654277973,0.012895087477574018,28
0.2970665454864502,0.02775840950090508,0.02233724594116211,0.0073985163485270075,5,5,50,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 50}",0.9305555555555556,0.8993055555555556,0.9442508710801394,0.9512195121951219,0.9303135888501742,0.9311290166473093,0.017829960914637583,34
0.609117841720581,0.04968990894514366,0.03926544189453125,0.007519194224323843,5,5,100,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 100}",0.9444444444444444,0.9305555555555556,0.9407665505226481,0.9616724738675958,0.926829268292683,0.9408536585365853,0.012239761842046157,32
1.274660587310791,0.08711592939313172,0.07998738288879395,0.014326729692353516,5,5,200,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 200}",0.9583333333333334,0.9340277777777778,0.9407665505226481,0.9686411149825784,0.9372822299651568,0.9478102013162989,0.01337960886938385,29
0.32903380393981935,0.04168546953059899,0.019646215438842773,0.002892404832223413,5,10,50,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 50}",0.9270833333333334,0.9027777777777778,0.9337979094076655,0.9512195121951219,0.9372822299651568,0.930432152535811,0.015914428893445354,35
0.6520129203796386,0.0557360079705379,0.03621683120727539,0.005140459693521255,5,10,100,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 100}",0.9479166666666666,0.9201388888888888,0.9337979094076655,0.9547038327526133,0.9337979094076655,0.9380710414247,0.01209683837042363,33
1.5052727699279784,0.2195500337864551,0.12166175842285157,0.06320875226133764,5,10,200,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 200}",0.9583333333333334,0.9305555555555556,0.9337979094076655,0.9616724738675958,0.9303135888501742,0.9429345722028648,0.014030243648110953,30
0.4716814041137695,0.09294014222133984,0.025682449340820312,0.0033540122266986104,10,2,50,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 50}",0.9791666666666666,0.9583333333333334,0.9616724738675958,0.9895470383275261,0.9512195121951219,0.9679878048780488,0.01417064122683014,24
1.0411109447479248,0.24703805200492357,0.0454411506652832,0.009401484274667618,10,2,100,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 100}",0.9791666666666666,0.9618055555555556,0.9616724738675958,0.9895470383275261,0.9686411149825784,0.9721665698799846,0.010779494790209836,11
